Case_ID,Attack_Type,Country,Region,Location,Victim_Name,Injury,Fatal,original order,Ages,Dates,Days,Months,Years,Sex_U,Sex_M,Activities,Species_Shark,long_shark
1905.01.01,Invalid,Australia,Victoria,Elwood,Alfred Boldner,Reported to have been killed by a shark but 2 years later he was found very much alive,Y,746.0,39,01-01-2005,1.0,1.0,2005.0,M,M,swimming,Unknown,Unknown
1905.00.00,Boating,United States,North Carolina,"Cape Lookout, Carteret County","skiff, occupants: Russel J. Coles and others","No injury, shark bumped skifft",N,745.0,27,19-03-1905,19.0,3.0,1905.0,Unknown,M,fishing,Shark,6.1
1904.11.02,Unprovoked,Philippines,Luzon Island,"Inner Harbor, Olongapo","sailor, a boatswain's mate from the Piscataqua",Foot bitten,N,744.0,27,02-11-2004,2.0,11.0,2004.0,M,M,other,Unknown,Unknown
1904.10.11.R,Unprovoked,Indian Ocean,Between Noumea & Sydney,Unknown,Axel Slettsten,FATAL,Y,743.0,27,11-10-1904,11.0,10.0,1904.0,M,M,boating,Unknown,Unknown
1904.09.00,Unprovoked,Cuba,Havana Province,Havana Harbor,Sailor from ship Mobile,"FATAL, left leg severed below knee, right leg severed above knee by a second shark",Y,742.0,27,04-09-2020,4.0,9.0,2020.0,M,M,other,Unknown,Unknown
1904.08.00,Unprovoked,Cuba,Villa Clara Province,Caibarien Harbor,2 sailors,"FATAL, shark pulled them off hull of boat  ",Y,741.0,27,04-08-2020,4.0,8.0,2020.0,M,M,other,Unknown,Unknown
1904.07.28,Unprovoked,United States,New Jersey,"Shrewsbury River,  Monmouth County","boat, 2  occupants",No injury,N,740.0,27,28-07-2004,28.0,7.0,2004.0,M,M,boating,Unknown,Unknown
1904.07.27,Unprovoked,United States,Texas,Galveston,Chester Kennedy,"FATAL, body not recovered",Y,739.0,27,27-07-2004,27.0,7.0,2004.0,M,M,swimming,Unknown,Unknown
1904.07.01.R,Unprovoked,Italy,Ancona Province,Ancona,,FATAL x 4. Afterwards metal mesh nets were installed,Y,738.0,27,01-07-1904,1.0,7.0,1904.0,M,M,swimming,Unknown,Unknown
1904.02.07,Unprovoked,Australia,Queensland,Brisbane,George Grant,FATAL,Y,737.0,27,07-02-2004,7.0,2.0,2004.0,M,M,other,Unknown,Unknown
1904.02.04,Unprovoked,New Zealand,North Island,Waitara,Ngawai Rakau,FATAL,Y,736.0,30,04-02-2004,4.0,2.0,2004.0,M,M,swimming,Unknown,Unknown
1904.01.23,Unprovoked,New Caledonia,South Province,Noumea,Charley Smith,FATAL,Y,735.0,27,23-01-2004,23.0,1.0,2004.0,M,M,swimming,Unknown,Unknown
1904.00.00.c,Invalid,United States,Unknown,Unknown,Egan,Leg bitten,N,734.0,27,18-03-1905,18.0,3.0,1905.0,M,M,other,Unknown,Unknown
1904.00.00.b,Unprovoked,Philippines,Quezon,Tayabas,Lt. Edward Hearn,Left arm bitten,N,733.0,27,18-03-1905,18.0,3.0,1905.0,M,M,swimming,Unknown,Unknown
1904.00.00.a,Unprovoked,United States,Hawaii,"Off Diamond Head, Honolulu, O'ahu",male,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y,732.0,27,18-03-1905,18.0,3.0,1905.0,M,M,swimming,Unknown,Unknown
1903.10.04,Unprovoked,Cuba,Havana Province,Havana Harbor,a sailor,FATAL,Y,731.0,27,04-10-2003,4.0,10.0,2003.0,M,M,boating,Unknown,Unknown
1903.09.16.R,Unprovoked,United States,New Jersey,"Atlantic City, Atlantic County",Rev. John McMillan,Lacerations to right arm & shoulder,N,730.0,27,16-09-1903,16.0,9.0,1903.0,M,M,fishing,Shark,2.74
1903.07.00,Unprovoked,Falkland Islands,Unknown,Unknown,Juan de la Cruz Silva Martinez,"Right leg bitten, surgically amputated",N,729.0,28,03-07-2020,3.0,7.0,2020.0,M,M,other,Unknown,Unknown
1903.06.21,Unprovoked,Australia,New South Wales,Georges River,William Price,FATAL,Y,728.0,27,21-06-2003,21.0,6.0,2003.0,M,M,swimming,Unknown,Unknown
1903.05.04,Unprovoked,Mexico,Veracruz,Coatzacoalcos,3 men,FATAL x 3,Y,727.0,27,04-05-2003,4.0,5.0,2003.0,M,M,swimming,Unknown,Unknown
1903.03.20.R,Unprovoked,Australia,New South Wales,Sydney,R. Raymond,Jumped off cliff,Y,726.0,27,20-03-1903,20.0,3.0,1903.0,M,M,accident,Unknown,Unknown
1903.03.12,Unprovoked,Australia,Queensland,Logan River,William Bartlett,FATAL,Y,725.0,27,12-03-2003,12.0,3.0,2003.0,M,M,swimming,Unknown,Unknown
1903.01.10,Unprovoked,Australia,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",Sydney James,FATAL,Y,724.0,27,10-01-1903,10.0,1.0,1903.0,M,M,unknown,Bull Shark,Unknown
1903.00.00.b,Unprovoked,Crete,Unknown,Unknown,2 males,FATAL,Y,723.0,27,,,,1903.0,M,M,other,Unknown,Unknown
1903.00.00.a,Unprovoked,United States,Hawaii,"Koko Head, south side of O'ahu Island",Phil Kitchin,"FATAL, remains (foot) recovered from shark 2 days later",Y,722.0,27,,,,1903.0,M,M,fishing,Unknown,Unknown
1902.12.22.R,Unprovoked,Nicaragua,Rio San Juan,Greytown,Frederick Wiseman,FATAL,Y,721.0,30,22-12-1902,22.0,12.0,1902.0,M,M,swimming,Unknown,Unknown
1902.11.10,Unprovoked,Australia,New South Wales,"Middle Harbour, Sydney ",Howard Dent,FATAL,Y,720.0,17,10-11-2002,10.0,11.0,2002.0,M,M,swimming,Unknown,Unknown
1902.11.01.R,Unprovoked,United States,Texas,"Near Port Lavaca, Calhoun County",male,Severe laceration to hand,N,719.0,27,01-11-1902,1.0,11.0,1902.0,M,M,fishing,Unknown,Unknown
1902.08.28.R,Unprovoked,Italy,Calabria,Nicotera,male,FATAL,Y,718.0,27,29-08-1902,29.0,8.0,1902.0,M,M,swimming,Unknown,Unknown
1902.08.24.R,Boating,Croatia,Istria County,Porec,Row boat; occupants - 2 young men,"No injury to occupants, shark grabbed anchor rope & towed boat",N,717.0,27,24-08-1902,24.0,8.0,1902.0,M,M,fishing,Unknown,Unknown
1902.08.08,Unprovoked,United States,Hawaii,"Kalihi, O'ahu",Hawaiian boy,"FATAL, both arms severed  ",Y,716.0,10,08-08-2002,8.0,8.0,2002.0,M,M,fishing,Unknown,Unknown
1902.07.15,Provoked,Italy,Liguria,"Galliera dock, Genoa",male,Face & arms injured by hooked shark PROVOKED INCIDENT ,N,715.0,27,15-07-2002,15.0,7.0,2002.0,M,M,fishing,Unknown,Unknown
1902.07.06,Provoked,United States,New Jersey,"Atlantic City, Atlantic County",Harry M. Speerman,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,714.0,27,06-07-2002,6.0,7.0,2002.0,M,M,swimming,Unknown,Unknown
1902.06.02,Unprovoked,Philippines,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island",Apy,"""Nose hanging by a threat, prints of shark's teeth over entire right cheek""",N,713.0,27,02-06-2002,2.0,6.0,2002.0,M,M,unknown,Unknown,Unknown
1902.06.00,Unprovoked,Egypt,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh",Giorgos,Bitten on hand and thigh,N,712.0,27,02-06-2020,2.0,6.0,2020.0,M,M,other,Unknown,Unknown
1902.04.00,Invalid,South Africa,Eastern Cape Province,Algoa Bay,Neil Sorenson,Probable drowning & scavenging,Y,711.0,27,02-04-2020,2.0,4.0,2020.0,M,M,swimming,Unknown,Unknown
1902.02.22.R,Provoked,New Zealand,North Island,Poverty Bay,male,"No injury, hooked shark bit tousers. PROVOKED INCIDENT",N,710.0,27,22-02-1902,22.0,2.0,1902.0,M,M,other,Unknown,Unknown
1902.01.25.R,Unprovoked,Australia,New South Wales,Kerosene Bay,John Ogier,FATAL,Y,709.0,27,25-01-1902,25.0,1.0,1902.0,M,M,other,Unknown,Unknown
1902.01.19.R,Invalid,South Africa,KwaZulu-Natal,Durban,a soldier from the Natal Garrison,Possible drowning & scavenging. Remains were recovered from a 15' shark's gut,Y,708.0,27,19-01-1902,19.0,1.0,1902.0,M,M,unknown,Unknown,Unknown
1902.01.19,Unprovoked,Australia,Queensland,Brisbane,Charles Jones,Legs bitten,N,707.0,16,19-01-2002,19.0,1.0,2002.0,M,M,swimming,Unknown,Unknown
1901.12.01,Unprovoked,Australia,Queensland,Brisbane,William Quince,Lacerations to torso & thigh,N,706.0,10,01-12-2001,1.0,12.0,2001.0,M,M,swimming,Unknown,Unknown
1901.10.00,Unprovoked,Philippines,Zamboanga del Sur Province, Port Isabela de Basilan,"Dahkus, a Molussa Moro",Right thigh bitten ,N,705.0,27,,,,1901.0,M,M,other,Unknown,Unknown
1901.09.23.R,Unprovoked,Cyprus,Southern Cyprus,Larnaca,male,"FATAL, bitten on arms, chest & legs",Y,704.0,16,23-09-1901,23.0,9.0,1901.0,M,M,swimming,Unknown,2.0
1901.07.30,Unprovoked,South Africa,Western Cape Province,Windmill Beach,"John Hendrick Adrian Chandler, a prisoner of war","Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL",Y,703.0,29,30-07-2001,30.0,7.0,2001.0,M,M,swimming,White Shark,Unknown
1901.07.17,Invalid,Italy,Syracuse,Capo Santa Croce,Antonio Tornatori,"Disappeared, but shark involvement unconfirmed",Unknown,702.0,20,17-07-2001,17.0,7.0,2001.0,M,M,swimming,Unknown,Unknown
1901.06.29.R,Invalid,Yemen,Aden,Telegraph Bay,boy,Unknown,Unknown,701.0,10,29-06-1901,29.0,6.0,1901.0,M,M,other,Unknown,Unknown
1901.06.24,Unprovoked,Philippines,Western Viscayas,"Island of Panay, Iliolo","S. McKie, apprentice 1st class on the U.S. Naval ship Annapolis","Left thigh stripped of flesh 4"" above the knee ",N,700.0,27,24-06-2001,24.0,6.0,2001.0,M,M,swimming,Unknown,Unknown
1901.01.30,Unprovoked,Australia,Queensland,Brisbane,John Thompson,"Thigh bitten, FATAL",Y,699.0,27,30-01-2001,30.0,1.0,2001.0,M,M,swimming,Unknown,Unknown
1901.00.00,Unprovoked,United States,Florida,Indian River Inlet / Fort Pierce Inlet,Michael O'Brien,Abdomen bitten,N,698.0,27,04-05-1901,4.0,5.0,1901.0,M,M,swimming,Unknown,Unknown
1900.12.27,Unprovoked,Australia,New South Wales,"Middle Harbour, Sydney ",Thomas Houstan,FATAL,Y,697.0,27,27-12-2000,27.0,12.0,2000.0,M,M,swimming,Unknown,Unknown
1900.11.14,Unprovoked,South Africa,Western Cape Province,Three Anchor Bay,William Strathorn,"FATAL, legs severed",Y,696.0,30,14-11-2000,14.0,11.0,2000.0,M,M,swimming,Unknown,Unknown
1900.10.27,Invalid,South Africa,Western Cape Province,"Woodstock Beach, Cape Town",Amos Layzell,Probable drowning & scavenging,Y,695.0,27,27-10-2000,27.0,10.0,2000.0,M,M,swimming,Unknown,Unknown
1900.09.15,Unprovoked,Australia,Queensland,Townsville,John Hennessy,Laceration to right leg,N,694.0,27,15-09-2000,15.0,9.0,2000.0,M,M,swimming,Unknown,Unknown
1900.09.13,Unprovoked,United States,Rhode Island,Coddington Cove,George Brown,No injury,Unknown,693.0,27,13-09-2000,13.0,9.0,2000.0,M,M,diving,Unknown,Unknown
1900.09.05,Unprovoked,United States,Hawaii,"Waikiki Beach, Oahu",Joe Hartman,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,692.0,27,05-09-2000,5.0,9.0,2000.0,M,M,other,Unknown,Unknown
1900.08.21,Unprovoked,United States,North Carolina,"Southport, Brunswick County",Burris,Left hand lacerated,N,691.0,27,21-08-2000,21.0,8.0,2000.0,M,M,swimming,Unknown,Unknown
1900.07.31,Unprovoked,Croatia, Primorje-Gorski Kotar County,"Volosko, Opatija",male,FATAL,Y,690.0,27,31-07-2000,31.0,7.0,2000.0,M,M,swimming,Unknown,Unknown
1900.07.14,Invalid,United States,Hawaii,"Makapu'u Point, O'ahu",Emil Uhlbrecht & unidentified person,"Believed drowned. UhlbrechtÃÂÃÂÃÂÃÂs foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",Y,689.0,27,14-07-2000,14.0,7.0,2000.0,M,M,other,Unknown,Unknown
1900.07.00,Provoked,United States,Connecticut,"Bridgeport, Fairfield County","skiff with Dr. William T. Healey, Dr. Henry Callahan on board","No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,688.0,27,,,,1900.0,Unknown,M,other,Unknown,Unknown
1900.01.28,Unprovoked,Australia,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",Charles Duck,Right posterior thigh bitten,N,687.0,27,28-01-1900,28.0,1.0,1900.0,M,M,other,Unknown,Unknown
1900.00.00.b,Unprovoked,United States,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",Emil A. Berndt,Severe abrasion when shark swam between his legs,N,686.0,27,,,,,M,M,unknown,Unknown,Unknown
1900.00.00.a,Unprovoked,South Africa,Eastern Cape Province,Port Elizabeth,Mr. Gruner,Leg severed,N,685.0,27,,,,1900.0,M,M,swimming,Unknown,Unknown
1899.12.18,Unprovoked,Australia,Queensland,Tingalpa Creek,J. Richardson,bite to lower leg,N,684.0,27,18-12-1899,18.0,12.0,1899.0,M,M,other,Unknown,Unknown
1899.11.20,Sea Disaster,Philippines,Mindoro Occidental,Off Lubang Island,wreck of the steamship Hubeh,FATAL,Y,683.0,27,20-11-1899,20.0,11.0,1899.0,Unknown,M,boating,Unknown,Unknown
1899.10.12.b,Unprovoked,Libya,Mediterranean Sea,Off Bengasi,John Cataris,Lacerations to head,N,682.0,27,12-10-1899,12.0,10.0,1899.0,M,M,diving,Unknown,Unknown
1899.10.12.a,Unprovoked,Libya,Mediterranean Sea,Off Bengasi,Skoumbourdi,FATAL,Y,681.0,27,12-10-1899,12.0,10.0,1899.0,M,M,other,Unknown,Unknown
1899.09.11.R,Unprovoked,Mexico,Tamaulipas,Tampico,Paul Guyot,FATAL,Y,680.0,27,11-09-1899,11.0,9.0,1899.0,M,M,swimming,Unknown,Unknown
1899.08.23.R,Provoked,United States,California,"Monterey Bay, Monterey County",males,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,679.0,27,23-08-1899,23.0,8.0,1899.0,M,M,other,Basking Shark,Unknown
1899.08.15,Unprovoked,United States,Florida,"Trout River, Panama Park",Delano Wood,FATAL,Y,678.0,15,15-08-1899,15.0,8.0,1899.0,M,M,swimming,Shark,3.0
1899.08.08.c,Unprovoked,Egypt,Mediterranean Sea,Port Said,Arab boy,Back muscles torn away,N,677.0,9,08-08-1899,8.0,8.0,1899.0,M,M,other,Unknown,Unknown
1899.08.08.b,Unprovoked,Egypt,Mediterranean Sea,Port Said,Arab boy,"Forearm, wrist & hand bitten",N,676.0,19,08-08-1899,8.0,8.0,1899.0,M,M,swimming,Unknown,Unknown
1899.08.08.a,Unprovoked,Egypt,Mediterranean Sea,Port Said,Arab boy,Left leg bitten,N,675.0,13,08-08-1899,8.0,8.0,1899.0,M,M,swimming,Unknown,Unknown
1899.07.08.R,Unprovoked,Bahamas,Unknown,Unknown,Captain Masson,FATAL,Y,674.0,27,08-07-1899,8.0,7.0,1899.0,M,M,boating,Unknown,Unknown
1899.06.07,Provoked,Italy,Calabria,Bagnara Calabra,Enrico & Noce,Multiple injuries from boated shark PROVOKED INCIDENT,N,673.0,27,07-06-1899,7.0,6.0,1899.0,M,M,fishing,Kg Shark,Unknown
1899.06.02,Invalid,New Zealand,North Island,East Cape,N. Buchanan,FATAL,Y,672.0,27,02-06-1899,2.0,6.0,1899.0,M,M,other,Unknown,Unknown
1899.05.28,Invalid,Philippines,Negros ,Escalante,Captain Tilly,FATAL,Y,671.0,27,28-05-1899,28.0,5.0,1899.0,M,M,swimming,Unknown,Unknown
1899.05.04.R,Unprovoked,Italy,Imperia Province,Bordighera,The valet of the Earl of Strathmore and Kinghorne,FATAL,Y,670.0,27,04-05-1899,4.0,5.0,1899.0,M,M,swimming,Unknown,Unknown
1899.01.28,Invalid,Australia,New South Wales,Newcastle,Rose Sutcliffe,Drowning may hav preceded attack,Y,669.0,13,28-01-1899,28.0,1.0,1899.0,F,F,swimming,Unknown,Unknown
1899.00.00.c,Unprovoked,South Africa,KwaZulu-Natal,Durban,a petty officer,Foot severed ,N,668.0,27,,,,1899.0,M,M,other,Unknown,Unknown
1899.00.00.b,Boating,United States,Florida,St. John's River,"boat, occupants: 2 Jacksonville pilots",No injury to occupants. shark bit oar,N,667.0,27,13-03-1905,13.0,3.0,1905.0,M,M,boating,Unknown,Unknown
1899.00.00.a,Unprovoked,United States,Florida,Near a small wreck in a channel at Indian Key,male,Leg bitten,N,666.0,27,,,,1899.0,M,M,other,Shark,1.5
1898.12.28.R,Unprovoked,Australia,Queensland,The Narrows,James Waters,FATAL,Y,665.0,27,28-12-1898,28.0,12.0,1898.0,M,M,accident,Unknown,Unknown
1898.10.28,Unprovoked,United States,Hawaii,Off Kohala,Ah Hoi,FATAL,Y,664.0,27,28-10-1898,28.0,10.0,1898.0,M,M,boating,Unknown,Unknown
1898.09.19.b.R,Unprovoked,Unknown,Unknown,Unknown,Halletts,Lacerations to hand from shark trapped inside diving bell. ,N,663.0,27,19-09-1898,19.0,9.0,1898.0,M,M,diving,Unknown,Unknown
1898.09.19.a.R,Unprovoked,Unknown,Unknown,Unknown,male,Lacerations to fingers,N,662.0,27,19-09-1898,19.0,9.0,1898.0,M,M,diving,Unknown,Unknown
1898.08.22,Unprovoked,United States,New York,"Prince's Bay, Staten Island",Charles E. Boone,Laceration to thigh,N,661.0,27,22-08-1898,22.0,8.0,1898.0,M,M,swimming,Unknown,Unknown
1898.07.26.R,Invalid,Australia,New South Wales,Sydney,Martin Gunner,"Reported fatal, but this is a questionable incident",Y,660.0,27,26-07-1898,26.0,7.0,1898.0,M,M,other,Unknown,Unknown
1898.07.15,Unprovoked,Yemen,Aden,Outer Harbor,Somali boatman,"FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  ",Y,659.0,24,15-07-1898,15.0,7.0,1898.0,M,M,other,Unknown,Unknown
1898.07.14,Unprovoked,Yemen,Aden,Sapper Bay,Davies,FATAL,Y,658.0,22,14-07-1898,14.0,7.0,1898.0,M,M,standing/wading,Unknown,Unknown
1898.07.00,Unprovoked,Cuba,Santiago de Cuba Province,Santiago de Cuba,male,FATAL,Y,657.0,27,,,,1898.0,M,M,swimming,Unknown,Unknown
1898.06.22,Unprovoked,New Caledonia,South Province,Noumea,14 sailors,FATAL,Y,656.0,27,22-06-1898,22.0,6.0,1898.0,M,M,other,Unknown,Unknown
1898.04.13,Sea Disaster,Fiji,Muala,Unknown,male,Lacerations to thigh,N,655.0,27,13-04-1898,13.0,4.0,1898.0,M,M,other,Unknown,Unknown
1898.01.24,Unprovoked,Sri Lanka,Western Province,Colombo Harbor,2 U.S. Marines,FATAL,Y,654.0,27,24-01-1898,24.0,1.0,1898.0,M,M,swimming,Unknown,Unknown
1898.00.00.R,Invalid,Crete,Unknown,Unknown,male,Unknown,Unknown,653.0,27,,,,1898.0,M,M,other,Unknown,Unknown
1898.00.00.f,Unprovoked,United States,South Carolina,Ramshorn Creek,Archibald Rutledge,Lacerations to left hand,N,652.0,15,12-03-1905,12.0,3.0,1905.0,M,M,other,White Shark,Unknown
1898.00.00.e,Unprovoked,Cuba,Santiago de Cuba Province,Off Santiago de Cuba,seamen,"FATAL, 7 survived but 6 were taken by sharks",Y,651.0,27,,,,1898.0,M,M,other,Unknown,Unknown
1898.00.00.d,Unprovoked,Jamaica,Kingston Parish,Kingston Harbor,Gonzales,"Hand lacerated, 2 fingers severed",N,650.0,27,12-03-1905,12.0,3.0,1905.0,F,F,other,Unknown,Unknown
1898.00.00.c,Unprovoked,Cuba,Camaguey Province,Nuevitas Harbor,"5 American soldiers, prisoners ","FATAL, 4 were killed by sharks, 1 survived",Y,649.0,27,12-03-1905,12.0,3.0,1905.0,M,M,other,Unknown,Unknown
1898.00.00.b,Unprovoked,United States,Florida,"a creek near Jacksonville, Duval County",boy,Lacerations,N,648.0,10,,,,1898.0,M,M,unknown,Unknown,Unknown
1898.00.00.a,Unprovoked,Yemen,Aden,Harbor,male,FATAL,Y,647.0,27,,,,1898.0,M,M,other,Unknown,Unknown
1898.00.00 g,Sea Disaster,United States,Hawaii,Maui,male,FATAL,Y,646.0,27,12-03-1905,12.0,3.0,1905.0,M,M,other,Unknown,Unknown
1897.12.04.R,Provoked,United States,East coast,Unknown,a sailor,Hooked shark bit his leg PROVOKED INCIDENT,N,645.0,27,04-12-1897,4.0,12.0,1897.0,M,M,fishing,Unknown,Unknown
1897.10.15,Invalid,Mexico,Vera Cruz,Vera Cruz Harbor,Alexander Cameron,Minor injuries,N,644.0,27,15-10-1897,15.0,10.0,1897.0,M,M,diving,Unknown,Unknown
1897.10.05.R,Unprovoked,Marshall Islands,Ratak ,Ailuk Island,5 children,FATAL,Y,643.0,8,05-10-1897,5.0,10.0,1897.0,Unknown,M,fishing,Unknown,Unknown
1897.09.17,Provoked,United States,Rhode Island,Point Judith,"""Hoke"" Smith",Lacerations to hand by netted shark PROVOKED INCIDENT,N,642.0,27,17-09-1897,17.0,9.0,1897.0,M,M,fishing,Shark,3.96
1897.09.06,Unprovoked,United States,South Carolina,"Elliott Cut, Charleston County",Allan Fripp,Lacerations to lower leg,N,641.0,27,06-09-1897,6.0,9.0,1897.0,M,M,standing/wading,Unknown,Unknown
1897.07.21,Unprovoked,South Africa,KwaZulu-Natal,"Back Beach, Durban",a young Indian boy,FATAL,Y,640.0,10,21-07-1897,21.0,7.0,1897.0,M,M,other,Unknown,Unknown
1897.06.09,Invalid,Yemen,Socotra Islands,Socotra,Moslem pilgrims,Sharks scavenged on the dead,Y,639.0,27,09-06-1897,9.0,6.0,1897.0,Unknown,M,other,Unknown,Unknown
1897.03.15.b.R,Unprovoked,Unknown,Mediterranean Sea,Unknown,male,FATAL,Y,638.0,27,15-03-1897,15.0,3.0,1897.0,M,M,swimming,Unknown,Unknown
1897.03.15.a.R,Unprovoked,United States,Massachusetts,30 miles south of Lynn,male,FATAL,Y,637.0,27,15-03-1897,15.0,3.0,1897.0,M,M,fishing,Unknown,Unknown
1897.00.00.b,Unprovoked,New Zealand,Unknown,Unknown,Maori male,Lacerations to left arm,N,636.0,27,11-03-1905,11.0,3.0,1905.0,M,M,unknown,Unknown,Unknown
1897.00.00.a,Unprovoked,Egypt,Mediterranean Sea,Port Said,Anonymous,No details,Unknown,635.0,27,11-03-1905,11.0,3.0,1905.0,Unknown,M,unknown,Unknown,Unknown
1896.12.23,Boating,Australia,Victoria,Hobson's Bay,10' skiff. Occupants F. Whitehead & L. Honeybone,No injury to occupants. Shark bit boat several times,N,634.0,27,,,,,M,M,fishing,Shark,3.66
1896.12.20,Unprovoked,New Zealand,North Island,"Marine Parade, Napier, Hawke Bay",Bright Cooper,"FATAL, left arm severed at elbow,  right arm at wrist ",Y,633.0,26,20-12-1896,20.0,12.0,1896.0,M,M,swimming,Unknown,Unknown
1896.12.17.R,Unprovoked,New Zealand,South Island,Hoiktika,E. Reynolds,FATAL,Y,632.0,27,17-12-1896,17.0,12.0,1896.0,M,M,unknown,Unknown,Unknown
1896.11.29,Unprovoked,Australia,Western Australia,Albany,Davies,FATAL,Y,631.0,27,29-11-1896,29.0,11.0,1896.0,M,M,swimming,Unknown,Unknown
1896.11.01,Unprovoked,Australia,Western Australia,Esperance,Louis,FATAL,Y,630.0,27,01-11-1896,1.0,11.0,1896.0,M,M,boating,Unknown,Unknown
1896.09.11.R,Unprovoked,Sri Lanka,Unknown,Unknown,,Leg severed,N,629.0,27,11-09-1896,11.0,9.0,1896.0,M,M,diving,Unknown,Unknown
1896.07.25,Unprovoked,United States,Hawaii,"Kahului, Maui",Nahalehau,FATAL,Y,628.0,35,25-07-1896,25.0,7.0,1896.0,M,M,fishing,Unknown,Unknown
1896.06.21.R,Unprovoked,United States,South Carolina,Charleston,Mr. Walsh ,Lacerations to foot and calf,N,627.0,27,21-06-1896,21.0,6.0,1896.0,M,M,swimming,Unknown,Unknown
1896.01.11,Unprovoked,Australia,New South Wales,"Johnstone's Bay, Sydney",William Ready,FATAL,Y,626.0,11,11-01-1896,11.0,1.0,1896.0,M,M,swimming,Unknown,Unknown
1896.00.00.b,Unprovoked,United States,Florida,"New Smyrna Beach, Volusia County",male,FATAL,Y,625.0,27,10-03-1905,10.0,3.0,1905.0,M,M,other,Unknown,Unknown
1896.00.00.a,Unprovoked,Haiti,Off Cape Haitien,Unknown,Syrian,Leg severed below knee,N,624.0,15,10-03-1905,10.0,3.0,1905.0,M,M,standing/wading,Unknown,Unknown
1895.12.09,Unprovoked,Australia,New South Wales,"West Balmain, Sydney",Thomas John Terrill,FATAL,Y,623.0,14,09-12-1895,9.0,12.0,1895.0,M,M,swimming,Unknown,Unknown
1895.11.21.R,Unprovoked,Barbados,St Michael Parish,Bridgetown,Rouee Youma,Leg bitten,N,622.0,27,21-11-1895,21.0,11.0,1895.0,M,M,other,Unknown,Unknown
1895.11.16,Unprovoked,Australia,New South Wales,Jervis Bay ,Edward Bailey,FATAL,Y,621.0,27,16-11-1895,16.0,11.0,1895.0,M,M,fishing,Unknown,Unknown
1895.09.18,Sea Disaster,Cuba,Havana Province,Havana Harbor,male,Probable drowning & scavenging,Y,620.0,27,18-09-1895,18.0,9.0,1895.0,M,M,boating,Unknown,Unknown
1895.09.14.R,Unprovoked,Yemen,Aden,Telegraph Bay,a native boy ,FATAL,Y,619.0,10,14-09-1895,14.0,9.0,1895.0,M,M,other,Unknown,Unknown
1895.09.00,Provoked,United States,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County","open boat, occupants: Robert Ruark, Hoyle Dosher & Elmer Adkins","No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,618.0,27,,,,1895.0,Unknown,M,fishing,Shark,1.52
1895.08.11,Unprovoked,United States,Rhode Island,Noyes Beach,Charles Beattie,FATAL,Y,617.0,26,11-08-1895,11.0,8.0,1895.0,M,M,swimming,Unknown,Unknown
1895.08.02,Unprovoked,United States,New Jersey,Raritan Bay,Elias Turner,Arm bitten,N,616.0,27,02-08-1895,2.0,8.0,1895.0,M,M,fishing,Unknown,Unknown
1895.07.16.R,Unprovoked,Japan,Unknown,Unknown,William Lloyd,FATAL,Y,615.0,27,16-07-1895,16.0,7.0,1895.0,M,M,other,Unknown,Unknown
1895.06.13.R,Unprovoked,Unknown,Unknown,Unknown,Marsh,Right hand severed,N,614.0,27,13-06-1895,13.0,6.0,1895.0,M,M,diving,Unknown,Unknown
1895.06.03.R,Unprovoked,Australia,Western Australia,Barrow Passage,a Japanese diver,FATAL,Y,613.0,27,03-06-1895,3.0,6.0,1895.0,M,M,diving,Unknown,Unknown
1895.05.21,Sea Disaster,Bahamas,Bimini Islands,Off Gun Cay,Tip Stanley,Heel bitten,N,612.0,27,21-05-1895,21.0,5.0,1895.0,M,M,other,Unknown,Unknown
1895.05.03,Unprovoked,New Zealand,South Island,Preservation Inlet,James Cromarty,FATAL       Thigh bitten,Y,611.0,27,03-05-1895,3.0,5.0,1895.0,M,M,other,Unknown,Unknown
1895.04.29,Unprovoked,South Africa,Eastern Cape Province,Mzimvubu River,Sombutize,"FATAL, right arm lacerated ",Y,610.0,28,29-04-1895,29.0,4.0,1895.0,M,M,other,Unknown,Unknown
1895.04.23,Unprovoked,New Zealand,South Island,Oamaru,Percy Mitchell,Lacerations to foot,N,609.0,27,23-04-1895,23.0,4.0,1895.0,M,M,swimming,Unknown,Unknown
